seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
6197,1975,1576,Foots Walker,NA,PG,23,1,NBA,CLE,72,NA,1070,3.7,9.3,0.404,NA,NA,NA,3.7,9.3,0.404,2.7,3.9,0.684,1.6,3.3,4.9,6.5,2.7,0.2,NA,4.2,10.2
6198,1975,1577,Frank Kendrick,NA,SF,24,1,NBA,GSW,24,NA,121,9.2,22.9,0.403,NA,NA,NA,9.2,22.9,0.403,5.4,6.5,0.818,5.7,5.1,10.7,1.8,3.3,0.9,NA,6.5,23.8
6199,1975,1359,Fred Brown,NA,SG,26,4,NBA,SEA,81,NA,2669,9.9,20.7,0.48,NA,NA,NA,9.9,20.7,0.48,3,3.7,0.831,1.5,3.1,4.6,3.8,2.5,0.2,NA,3.1,22.9
6200,1975,1184,Fred Carter,NA,PG,29,6,NBA,PHI,77,NA,3046,8.5,18.9,0.447,NA,NA,NA,8.5,18.9,0.447,3,4.1,0.738,0.9,3.2,4,4,1,0.2,NA,3,19.9
6201,1975,1104,Fred Foster,NA,SF,28,7,NBA,CLE,73,NA,1136,6.9,16.5,0.417,NA,NA,NA,6.9,16.5,0.417,2.2,3.1,0.711,1.8,1.7,3.5,3.3,0.7,0.1,NA,4.1,15.9
6202,1975,1578,Fred Saunders,NA,SF,23,1,NBA,PHO,69,NA,1059,6,13.8,0.433,NA,NA,NA,6,13.8,0.433,2.2,3.2,0.695,2.8,5.8,8.6,2.7,1.4,0.5,NA,5.1,14.2
6203,1975,1444,Freddie Boyd,NA,PG,24,3,NBA,PHI,66,NA,1362,5.4,13.1,0.414,NA,NA,NA,5.4,13.1,0.414,1.5,3,0.478,0.4,1.9,2.4,4.3,1.1,0.1,NA,3.5,12.3
6204,1975,877,Freddie Lewis,1943,PG-SG,31,9,ABA,TOT,69,NA,2790,7.5,15.9,0.47,0.2,0.9,0.269,7.2,15,0.482,4.6,5.4,0.843,1.4,2,3.4,4.7,1.9,0,2.7,2.1,19.8
6205,1975,877,Freddie Lewis,1943,SG,31,9,ABA,MMS,6,NA,227,7.1,17.6,0.405,0.2,1,0.167,7,16.7,0.419,2.4,2.5,0.938,1.7,1.4,3.2,3,1.6,0,1.6,1.4,16.8
6206,1975,877,Freddie Lewis,1943,PG,31,9,ABA,SSL,63,NA,2563,7.5,15.7,0.476,0.2,0.9,0.279,7.3,14.9,0.488,4.8,5.7,0.84,1.4,2,3.4,4.9,1.9,0,2.8,2.1,20
6207,1975,848,Gail Goodrich,NA,SG,31,10,NBA,LAL,72,NA,2668,8.9,19.3,0.459,NA,NA,NA,8.9,19.3,0.459,4.3,5.1,0.841,1.3,1.7,3,5.7,1.4,0.1,NA,2.9,22
6208,1975,1271,Gar Heard,NA,PF,26,5,NBA,BUF,67,NA,2148,5.3,13.7,0.388,NA,NA,NA,5.3,13.7,0.388,1.8,3.2,0.564,3.1,8.1,11.2,3.2,1.8,2,NA,4.1,12.4
6209,1975,1579,Gary Brokaw,NA,SG,21,1,NBA,MIL,73,NA,1639,5.1,11.3,0.455,NA,NA,NA,5.1,11.3,0.455,2.8,4,0.685,0.8,2.4,3.2,4.9,0.7,0.4,NA,3.9,13
6210,1975,1504,Gary Melchionni,NA,SG,24,2,NBA,PHO,68,NA,1529,5.5,12.7,0.43,NA,NA,NA,5.5,12.7,0.43,2.7,3.3,0.809,1.1,3.3,4.4,3.7,1.1,0.3,NA,2.7,13.6
6211,1975,1185,Gene Littles,NA,PG,31,6,ABA,KEN,61,NA,900,3.4,8.1,0.421,0.1,0.3,0.25,3.3,7.8,0.428,1.7,2.3,0.741,1.2,2.2,3.4,4.8,2.1,0.2,2.5,3.2,8.6
6212,1975,1106,Gene Moore,NA,C,29,7,ABA,SSL,13,NA,108,4.3,10.7,0.406,0,0,NA,4.3,10.7,0.406,1.3,1.3,1,5,9,14,1.7,1.3,2.3,4,3.7,10
6213,1975,1276,Geoff Petrie,NA,PG,26,5,NBA,POR,80,NA,3109,7,15.3,0.456,NA,NA,NA,7,15.3,0.456,3,3.6,0.839,0.4,2,2.4,4.9,0.9,0.2,NA,2.5,17
6214,1975,1445,George Adams,NA,SF,25,3,ABA,SDA,75,NA,1605,7,14,0.498,0,0.1,0.333,6.9,13.9,0.499,1.6,1.9,0.849,2.6,4.8,7.3,2.8,1,0.8,2.4,3.7,15.6
6215,1975,957,George Carter,1944,SF,31,7,ABA,MMS,82,NA,3066,6.9,15.9,0.436,0.1,0.4,0.27,6.8,15.5,0.44,3.7,4.7,0.795,2.7,4.1,6.8,3,1.1,0.4,2.3,3.2,17.7
6216,1975,1447,George Gervin,1952,SF,22,3,ABA,SAA,84,NA,3113,9.1,19.1,0.474,0.2,0.6,0.309,8.9,18.5,0.479,4.4,5.3,0.83,2.9,5.2,8.1,2.4,1.5,1.6,2.9,3.4,22.7
6217,1975,1277,George Irvine,NA,SF,26,5,ABA,VIR,59,NA,1522,7.4,13.9,0.528,0.3,0.9,0.351,7,13.1,0.54,3.3,3.9,0.848,1.7,3.1,4.8,2.6,0.8,0.3,2.2,4,18.3
6218,1975,1448,George Johnson,1948,C,26,3,NBA,GSW,82,NA,1439,3.8,8,0.476,NA,NA,NA,3.8,8,0.476,1.5,2.3,0.659,5.4,8.9,14.4,1.7,0.8,3.4,NA,5.2,9.1
6219,1975,1505,George Karl,1951,PG,23,2,ABA,SAA,82,NA,1629,5.8,11.8,0.489,0.1,0.5,0.174,5.7,11.3,0.503,3,3.9,0.774,1,2.4,3.4,7.4,2.1,0.2,3.5,4.6,14.7
6220,1975,1362,George McGinnis,1950,PF,24,4,ABA,INA,79,NA,3193,9.8,21.8,0.451,0.7,2,0.354,9.1,19.8,0.461,6.1,8.5,0.724,4.5,8.2,12.7,5.6,2.3,0.6,4.8,3.4,26.5
6221,1975,1188,George Thompson,1947,SG,27,6,NBA,MIL,73,NA,1983,5.6,12.5,0.443,NA,NA,NA,5.6,12.5,0.443,3,3.9,0.785,0.9,2.4,3.3,4.1,1.2,0.1,NA,3.7,14.2
6222,1975,1363,George Trapp,NA,PF,26,4,NBA,DET,78,NA,1472,7,15.9,0.442,NA,NA,NA,7,15.9,0.442,2.4,3.2,0.756,1.7,5,6.8,1.5,0.9,0.3,NA,5.1,16.5
6223,1975,962,Gerald Govan,NA,PF,33,8,ABA,UTS,84,NA,2791,3.1,7.8,0.397,0,0,0.5,3.1,7.7,0.397,1.1,1.4,0.79,1.6,6.2,7.8,3,0.9,0.5,2.5,2.8,7.2
6224,1975,1108,Glen Combs,NA,SG,28,7,ABA,VIR,13,NA,190,4.4,12.7,0.343,1.1,4,0.286,3.2,8.7,0.37,4.5,5.1,0.889,0.9,1.1,2.1,4.4,0.8,0.4,3,2.5,14.4
6225,1975,1580,Glenn McDonald,NA,SF,22,1,NBA,BOS,62,NA,395,6.4,16.6,0.385,NA,NA,NA,6.4,16.6,0.385,2.6,3.4,0.757,1.8,4.4,6.2,2.2,0.7,0.5,NA,5.3,15.3
6226,1975,1365,Goo Kennedy,1949,SF,25,4,ABA,SSL,74,NA,1532,6.6,12.6,0.524,0,0,1,6.6,12.6,0.523,3,4.2,0.725,4,4.7,8.8,1.4,1.5,0.2,2.2,4.5,16.3
6227,1975,1581,Greg Jackson,NA,SG,22,1,NBA,TOT,49,NA,802,3.3,7.9,0.415,NA,NA,NA,3.3,7.9,0.415,1.6,2.8,0.581,0.9,2.2,3.1,4.3,1,0.4,NA,5.8,8.2
6228,1975,1581,Greg Jackson,NA,SG,22,1,NBA,NYK,5,NA,27,5.3,13.3,0.4,NA,NA,NA,5.3,13.3,0.4,0,0,NA,2.7,0,2.7,4,0,0,NA,6.7,10.7
6229,1975,1581,Greg Jackson,NA,SG,22,1,NBA,PHO,44,NA,775,3.2,7.7,0.416,NA,NA,NA,3.2,7.7,0.416,1.7,2.9,0.581,0.8,2.3,3.1,4.3,1.1,0.4,NA,5.8,8.1
6230,1975,1582,Greg Lee,1951,PG,23,1,ABA,SDA,5,NA,63,4.6,8.6,0.533,0,0,NA,4.6,8.6,0.533,1.1,1.1,1,0.6,1.1,1.7,7.4,2.3,0,3.4,3.4,10.3
6231,1975,1110,Greg Smith,1947,SF,28,7,NBA,POR,55,NA,519,4.9,10.1,0.486,NA,NA,NA,4.9,10.1,0.486,2.2,3.3,0.667,2,4.2,6.2,1.9,1.5,0.4,NA,6.7,12.1
6232,1975,1583,Gus Bailey,NA,SG,23,1,NBA,HOU,47,NA,446,4.1,10.2,0.405,NA,NA,NA,4.1,10.2,0.405,1.6,3.3,0.488,1.9,4.8,6.6,4.8,1.4,1.3,NA,4.2,9.8
6233,1975,1584,Gus Gerard,1953,SF,21,1,ABA,SSL,84,NA,2702,7.4,16.3,0.454,0,0.1,0.167,7.4,16.2,0.456,2.7,3.7,0.738,3.8,5,8.7,2.5,0.8,1.5,2.8,3.7,17.5
6234,1975,878,Hank Finkel,NA,C,32,9,NBA,BOS,62,NA,518,3.6,9,0.403,NA,NA,NA,3.6,9,0.403,1.6,3,0.535,2.3,5.5,7.8,2.2,0.5,0.2,NA,5,8.8
6235,1975,1585,Hank Williams,NA,SF,22,1,ABA,UTS,39,NA,454,5.6,12.9,0.436,0.2,1.7,0.136,5.4,11.2,0.482,1.4,1.8,0.783,2.5,4.6,7.1,2,1.1,0.3,2.5,5.8,12.9
6236,1975,821,Happy Hairston,NA,PF,32,11,NBA,LAL,74,NA,2283,4.3,8.5,0.506,NA,NA,NA,4.3,8.5,0.506,3.4,4.3,0.801,4.8,10.1,14.9,2.7,0.8,0.2,NA,3.4,12
6237,1975,1450,Harthorne Wingo,NA,PF,27,3,NBA,NYK,82,NA,1686,5,10.8,0.46,NA,NA,NA,5,10.8,0.46,3,4,0.754,3.5,6.3,9.7,1.8,1,0.7,NA,4.6,13
6238,1975,1586,Harvey Catchings,NA,C,23,1,NBA,PHI,37,NA,528,2.8,5,0.554,NA,NA,NA,2.8,5,0.554,1.1,1.7,0.64,3.3,7.1,10.4,1.4,0.7,4.1,NA,5.6,6.7
6239,1975,1452,Henry Bibby,NA,PG,25,3,NBA,TOT,75,NA,1400,6.9,15.9,0.436,NA,NA,NA,6.9,15.9,0.436,3.5,4.9,0.725,1.2,2.3,3.5,4.7,1.4,0.1,NA,4,17.4
6240,1975,1452,Henry Bibby,NA,PG,25,3,NBA,NYK,47,NA,876,7.4,16.4,0.448,NA,NA,NA,7.4,16.4,0.448,2.8,3.9,0.719,1.2,2.4,3.6,4.3,1.2,0.1,NA,3.9,17.5
6241,1975,1452,Henry Bibby,NA,PG,25,3,NBA,NOJ,28,NA,524,6.3,15,0.416,NA,NA,NA,6.3,15,0.416,4.7,6.4,0.731,1.2,2.2,3.4,5.2,1.7,0,NA,4.2,17.2
6242,1975,1193,Herm Gilliam,NA,SG,28,6,NBA,ATL,60,NA,1393,8.1,19,0.427,NA,NA,NA,8.1,19,0.427,2.4,2.9,0.832,2,3.3,5.3,4.4,2,0.3,NA,3.2,18.7
6243,1975,1366,Howard Porter,NA,SF,26,4,NBA,TOT,58,NA,1163,6.2,12.8,0.488,NA,NA,NA,6.2,12.8,0.488,2,2.4,0.835,2.4,5.4,7.9,0.6,0.7,0.8,NA,2.9,14.5
6244,1975,1366,Howard Porter,NA,SF,26,4,NBA,NYK,17,NA,133,3.5,9.7,0.361,NA,NA,NA,3.5,9.7,0.361,1.9,2.4,0.778,3.5,6.8,10.3,0.5,0.8,0.3,NA,4.6,8.9
6245,1975,1366,Howard Porter,NA,SF,26,4,NBA,DET,41,NA,1030,6.6,13.1,0.5,NA,NA,NA,6.6,13.1,0.5,2.1,2.4,0.843,2.3,5.2,7.5,0.6,0.7,0.9,NA,2.7,15.2
6246,1975,880,Jack Marin,NA,SF,30,9,NBA,BUF,81,NA,2147,6.4,14,0.455,NA,NA,NA,6.4,14,0.455,3.2,3.7,0.869,1.7,4.3,6.1,2.2,0.9,0.3,NA,4,16
6247,1975,1587,Jamaal Wilkes,NA,SF,21,1,NBA,GSW,82,NA,2515,7.2,16.2,0.442,NA,NA,NA,7.2,16.2,0.442,2.3,3.1,0.734,2.9,6.7,9.6,2.6,1.5,0.3,NA,3.2,16.7
6248,1975,1453,James Silas,1949,PG,25,3,ABA,SAA,82,NA,3105,6.7,13.2,0.509,0,0,0,6.7,13.1,0.51,5,5.6,0.885,0.8,2.7,3.6,4.6,1.3,0.2,2.7,2.7,18.4
6249,1975,1588,Jan van Breda Kolff,1951,SF,23,1,ABA,DNA,84,NA,1639,3.4,7.5,0.453,0,0.1,0,3.4,7.4,0.457,3.9,4.6,0.839,2.7,5.2,7.9,4,1.1,0.9,2.7,3.6,10.7
6250,1975,823,Jeff Mullins,NA,SG,32,11,NBA,GSW,66,NA,1141,7.4,16.2,0.455,NA,NA,NA,7.4,16.2,0.455,2.2,2.7,0.816,1.5,2.4,3.9,4.8,1.8,0.4,NA,3.9,17
6251,1975,849,Jerry Sloan,NA,SG,32,10,NBA,CHI,78,NA,2577,5.3,12.1,0.439,NA,NA,NA,5.3,12.1,0.439,2.7,3.6,0.748,2.5,5,7.5,2.2,2.4,0.2,NA,3.7,13.3
6252,1975,1589,Jesse Dark,NA,SG,23,1,NBA,NYK,47,NA,401,6.6,14.1,0.471,NA,NA,NA,6.6,14.1,0.471,2,3.6,0.55,1.3,2,3.3,2.7,0.3,0.1,NA,4.3,15.3
6253,1975,1288,Jim Ard,1948,C,26,5,NBA,BOS,59,NA,719,4.5,13.3,0.335,NA,NA,NA,4.5,13.3,0.335,2.4,3.3,0.738,3,7,10,2,0.7,1.6,NA,4.8,11.3
6254,1975,882,Jim Barnett,NA,SG,30,9,NBA,TOT,73,NA,1776,5.8,13.2,0.437,NA,NA,NA,5.8,13.2,0.437,4,4.8,0.836,1.2,2.4,3.6,3.6,1,0.3,NA,3.2,15.6
6255,1975,882,Jim Barnett,NA,SG,30,9,NBA,NOJ,45,NA,1238,6.3,14,0.448,NA,NA,NA,6.3,14,0.448,4.5,5.5,0.83,1.3,2.4,3.7,4,1,0.5,NA,3.2,17
6256,1975,882,Jim Barnett,NA,SG,30,9,NBA,NYK,28,NA,538,4.7,11.5,0.407,NA,NA,NA,4.7,11.5,0.407,2.9,3.3,0.86,1,2.4,3.4,2.6,0.8,0,NA,3.4,12.2
6257,1975,1507,Jim Bradley,NA,PF,22,2,ABA,KEN,56,NA,922,5.6,12.8,0.44,0,0.2,0,5.6,12.6,0.446,3,4,0.738,3.9,7.1,11.1,2.7,1.1,1.2,2.9,4.4,14.2
6258,1975,1508,Jim Brewer,NA,PF,23,2,NBA,CLE,82,NA,1991,5.3,11.6,0.455,NA,NA,NA,5.3,11.6,0.455,1.9,2.9,0.648,3.7,5.5,9.2,2.3,1.4,0.8,NA,2.7,12.4
6259,1975,1454,Jim Chones,1949,C,25,3,NBA,CLE,72,NA,2427,6.6,13.6,0.487,NA,NA,NA,6.6,13.6,0.487,2.3,3.3,0.679,2.3,7.7,10,2,0.7,1.8,NA,3.7,15.5
6260,1975,1374,Jim Cleamons,NA,PG,25,4,NBA,CLE,74,NA,2691,4.9,10.3,0.48,NA,NA,NA,4.9,10.3,0.48,1.9,2.4,0.796,1.3,3.1,4.4,5.1,1.1,0.3,NA,2.6,11.8
6261,1975,977,Jim Davis,NA,C,33,8,NBA,DET,79,NA,1078,3.9,8.7,0.454,NA,NA,NA,3.9,8.7,0.454,2.8,3.9,0.726,3.2,6.3,9.5,3,1.7,1.2,NA,4.3,10.7
6262,1975,1116,Jim Eakins,1946,PF,28,7,ABA,UTS,84,NA,2566,5.3,10.6,0.503,0,0,NA,5.3,10.6,0.503,4.1,4.9,0.836,2.9,5.5,8.5,2,0.8,1.2,2.4,3.6,14.7
6263,1975,978,Jim Fox,NA,C,31,8,NBA,SEA,75,NA,1766,5.2,11,0.469,NA,NA,NA,5.2,11,0.469,3.5,4.3,0.802,2.6,7.4,10,2.8,1,0.3,NA,3.4,13.8
6264,1975,1290,Jim McMillian,NA,SF,26,5,NBA,BUF,62,NA,2132,5.9,11.7,0.499,NA,NA,NA,5.9,11.7,0.499,3.3,3.9,0.84,2.1,4.4,6.5,2.6,1.2,0.3,NA,2.2,15
6265,1975,1510,Jim O'Brien,NA,SF,23,2,ABA,MMS,47,NA,611,5.2,12,0.433,0.4,1.5,0.231,4.8,10.4,0.463,2.8,3.5,0.783,2.7,4.5,7.1,4.8,2.2,1.4,4.3,3.3,13.5
6266,1975,1511,Jim Owens,NA,SF,24,2,NBA,PHO,41,NA,432,4.7,12.1,0.386,NA,NA,NA,4.7,12.1,0.386,1,1.3,0.75,0.6,3,3.6,4.1,1.3,0.2,NA,2.3,10.3
6267,1975,1455,Jim Price,NA,PG,25,3,NBA,TOT,50,NA,1870,6.1,13.8,0.442,NA,NA,NA,6.1,13.8,0.442,3.3,3.7,0.871,1.2,2.6,3.8,5.5,2.1,0.5,NA,3.5,15.5
6268,1975,1455,Jim Price,NA,PG,25,3,NBA,LAL,9,NA,339,8,17.7,0.449,NA,NA,NA,8,17.7,0.449,4.4,4.8,0.911,1.8,2.8,4.6,6.7,2.2,0.3,NA,3.8,20.3
6269,1975,1455,Jim Price,NA,PG,25,3,NBA,MIL,41,NA,1531,5.7,12.9,0.44,NA,NA,NA,5.7,12.9,0.44,3,3.5,0.859,1.1,2.6,3.6,5.2,2.1,0.5,NA,3.4,14.4
6270,1975,851,Jim Washington,NA,PF,31,10,NBA,TOT,80,NA,1579,4.4,9.6,0.454,NA,NA,NA,4.4,9.6,0.454,1.4,2.1,0.667,2.5,6.4,8.9,2.5,0.8,0.6,NA,3.8,10.1
6271,1975,851,Jim Washington,NA,PF,31,10,NBA,ATL,38,NA,905,4.5,10.3,0.44,NA,NA,NA,4.5,10.3,0.44,1.6,2.2,0.745,2.1,5.6,7.7,2.7,0.9,0.5,NA,3.4,10.7
6272,1975,851,Jim Washington,NA,PF,31,10,NBA,BUF,42,NA,674,4.1,8.7,0.475,NA,NA,NA,4.1,8.7,0.475,1.1,2,0.553,3.1,7.4,10.5,2.3,0.6,0.7,NA,4.3,9.3
6273,1975,1590,Jimmy Foster,NA,PG,23,1,ABA,SSL,41,NA,806,3.5,9.3,0.373,0,0.3,0,3.5,9.1,0.384,1.2,1.5,0.794,0.8,2.5,3.3,6.4,1.7,0.2,3.9,5.3,8.2
6274,1975,983,Jimmy Jones,1945,PG,30,8,NBA,WSB,73,NA,1424,5.2,10.1,0.518,NA,NA,NA,5.2,10.1,0.518,2.6,3.6,0.725,0.9,2.6,3.5,4.1,1.9,0.3,NA,4.8,13.1
6275,1975,1377,Jimmy O'Brien,NA,PG,24,4,ABA,SDA,79,NA,2036,3.7,9.3,0.4,0.1,0.6,0.118,3.6,8.7,0.42,2.2,2.5,0.88,0.9,2.4,3.3,7.8,1.6,0,3.4,2.6,9.7
6276,1975,985,Jimmy Walker,NA,SG,30,8,NBA,KCO,81,NA,3122,6.4,13.4,0.475,NA,NA,NA,6.4,13.4,0.475,2.8,3.3,0.855,0.6,2.2,2.8,2.6,1,0.1,NA,2.6,15.6
6277,1975,1197,Jo Jo White,NA,PG,28,6,NBA,BOS,82,NA,3220,7.4,16.1,0.457,NA,NA,NA,7.4,16.1,0.457,2.1,2.5,0.834,0.9,2.5,3.5,5.1,1.4,0.2,NA,2.3,16.8
6278,1975,826,Joe Caldwell,1941,SF,33,11,ABA,SSL,25,NA,841,6.9,14,0.494,0.1,0.3,0.429,6.8,13.7,0.495,1.7,3.7,0.448,1.9,2.9,4.8,5.5,2.1,0.4,3.2,3.3,15.6
6279,1975,1295,Joe Hamilton,NA,PG,26,5,ABA,KEN,9,NA,124,4.4,11.6,0.375,0.9,1.5,0.6,3.5,10.2,0.343,1.5,1.7,0.833,0.6,2.6,3.2,6.1,1.2,0,2.6,3.8,11
6280,1975,885,John Block,NA,PF,30,9,NBA,TOT,54,NA,939,6.1,13.3,0.46,NA,NA,NA,6.1,13.3,0.46,4.4,5.5,0.792,2.6,6.2,8.9,2,1.6,1.2,NA,4.6,16.6
6281,1975,885,John Block,NA,PF,30,9,NBA,NOJ,4,NA,57,5.7,18.3,0.31,NA,NA,NA,5.7,18.3,0.31,5.7,6.3,0.9,3.8,7.6,11.4,4.4,2.5,0.6,NA,6.9,17.1
6282,1975,885,John Block,NA,PF,30,9,NBA,CHI,50,NA,882,6.1,12.9,0.473,NA,NA,NA,6.1,12.9,0.473,4.3,5.5,0.784,2.6,6.2,8.7,1.8,1.6,1.3,NA,4.5,16.5
6283,1975,1199,John Brisker,1947,SG,27,6,NBA,SEA,21,NA,276,7.8,18.4,0.426,NA,NA,NA,7.8,18.4,0.426,5.5,6.4,0.857,2,2.3,4.3,2.5,0.9,0.4,NA,4.3,21.1
6284,1975,1513,John Brown,NA,SF,23,2,NBA,ATL,73,NA,1986,5.7,12.4,0.461,NA,NA,NA,5.7,12.4,0.461,3.4,4.5,0.74,3.3,4.6,7.9,2.4,1,0.3,NA,4.1,14.8
6285,1975,1591,John Drew,NA,PF,20,1,NBA,ATL,78,NA,2289,8.3,19.3,0.428,NA,NA,NA,8.3,19.3,0.428,6.1,8.6,0.713,5.6,7.5,13.1,2.2,1.9,0.6,NA,4.3,22.7
6286,1975,1457,John Gianelli,NA,C,24,3,NBA,NYK,80,NA,2797,4.4,9.3,0.472,NA,NA,NA,4.4,9.3,0.472,1.7,2.5,0.692,2.8,6.1,8.9,2.1,0.5,1.5,NA,3.4,10.6
6287,1975,778,John Havlicek,NA,SF,34,13,NBA,BOS,82,NA,3132,7.4,16.2,0.455,NA,NA,NA,7.4,16.2,0.455,3.3,3.8,0.87,1.8,3.8,5.6,5,1.3,0.2,NA,2.7,18.1
6288,1975,1297,John Hummer,NA,PF,26,5,NBA,SEA,43,NA,568,2.6,6.8,0.38,NA,NA,NA,2.6,6.8,0.38,0.9,3.2,0.275,1.8,4.8,6.6,2.4,0.5,0.4,NA,4,6.1
6289,1975,1298,John Johnson,NA,SF,27,5,NBA,POR,80,NA,2540,7.5,15.3,0.487,NA,NA,NA,7.5,15.3,0.487,3.3,4.3,0.784,2.3,4.8,7.1,3.4,1.1,0.6,NA,3.5,18.3
6290,1975,1378,John Mengelt,NA,SG,25,4,NBA,DET,80,NA,1995,6.1,12.6,0.479,NA,NA,NA,6.1,12.6,0.479,3.8,4.5,0.851,0.7,2.8,3.4,3.6,1.3,0.1,NA,3.6,15.9
6291,1975,1379,John Roche,1949,PG-SG,25,4,ABA,TOT,58,NA,1387,6.3,13.2,0.473,0.3,1.1,0.295,5.9,12.1,0.49,2.2,2.8,0.802,0.5,1.9,2.4,5,1.3,0.2,2.7,2.7,15.1
6292,1975,1379,John Roche,1949,SG,25,4,ABA,KEN,19,NA,258,4,11,0.367,0.1,1,0.143,3.9,10,0.389,2.1,2.5,0.833,0.6,0.7,1.3,4.7,1.1,0.1,2.5,3.2,10.3
6293,1975,1379,John Roche,1949,PG,25,4,ABA,UTS,39,NA,1129,6.8,13.7,0.493,0.4,1.2,0.324,6.4,12.5,0.509,2.2,2.8,0.795,0.5,2.1,2.7,5,1.3,0.2,2.8,2.6,16.1
6294,1975,1458,John Tschogl,NA,SF,24,3,NBA,PHI,39,NA,623,3.1,8.6,0.358,NA,NA,NA,3.1,8.6,0.358,0.8,1.3,0.591,3,3.4,6.4,1.7,1.4,1.4,NA,4.6,6.9
6295,1975,992,John Wetzel,NA,SG,30,6,NBA,ATL,63,NA,785,4,9.4,0.426,NA,NA,NA,4,9.4,0.426,3.1,3.5,0.883,1.6,3.7,5.2,3.5,2.3,0.4,NA,5,11.1
6296,1975,1514,John Williamson,1951,SG,23,2,ABA,NYA,75,NA,1872,7.1,14.8,0.482,0.1,0.2,0.231,7.1,14.5,0.486,2.4,2.8,0.837,1,1.9,2.9,3.8,1.2,0.4,2.8,3.6,16.7
6297,1975,1380,Johnny Neumann,1951,SG,23,4,ABA,TOT,52,NA,931,7.2,17.2,0.418,0.8,3,0.269,6.4,14.2,0.45,2,2.9,0.693,1.6,1.8,3.4,5.2,1,0.4,3.2,5.1,17.2
6298,1975,1380,Johnny Neumann,1951,SG,23,4,ABA,VIR,4,NA,96,8.2,25.1,0.328,0,1.9,0,8.2,23.2,0.355,1.1,3,0.375,3,1.1,4.1,4.5,1.5,0.4,3,4.9,17.6
6299,1975,1380,Johnny Neumann,1951,SG,23,4,ABA,INA,48,NA,835,7.1,16.3,0.434,0.9,3.1,0.288,6.2,13.1,0.469,2.1,2.9,0.731,1.5,1.9,3.4,5.3,0.9,0.4,3.2,5.1,17.2
6300,1975,854,Jon McGlocklin,NA,SG,31,10,NBA,MIL,79,NA,1853,6.3,12.6,0.496,NA,NA,NA,6.3,12.6,0.496,1.2,1.4,0.875,0.5,1.8,2.3,5,1,0.1,NA,2.8,13.8
6301,1975,1381,Julius Erving,1950,SF,24,4,ABA,NYA,84,NA,3402,9.7,19.1,0.506,0.3,0.9,0.333,9.4,18.2,0.515,5.1,6.4,0.799,3,6.7,9.7,4.9,2,1.7,3.2,2.7,24.8
6302,1975,1202,Julius Keye,NA,PF,28,6,ABA,MMS,12,NA,233,1.9,7.3,0.255,0,0,NA,1.9,7.3,0.255,0.9,1.2,0.75,2.5,6,8.5,0.3,0.6,0.8,1.2,4,4.6
6303,1975,1204,Kareem Abdul-Jabbar,NA,C,27,6,NBA,MIL,65,NA,2747,10.6,20.8,0.513,NA,NA,NA,10.6,20.8,0.513,4.3,5.6,0.763,2.5,9.4,12,3.5,0.9,2.8,NA,2.7,25.5
6304,1975,855,Keith Erickson,NA,SF,30,10,NBA,PHO,49,NA,1469,5.8,13.7,0.425,NA,NA,NA,5.8,13.7,0.425,3.2,3.8,0.833,1.7,4.2,6,4.2,1.2,0.3,NA,3.7,14.8
6305,1975,1592,Ken Boyd,NA,SF,22,1,NBA,NOJ,6,NA,25,10.1,18.7,0.538,NA,NA,NA,10.1,18.7,0.538,7.2,15.8,0.455,4.3,2.9,7.2,2.9,4.3,0,NA,2.9,27.4
6306,1975,1515,Ken Charles,NA,SG,23,2,NBA,BUF,79,NA,1690,5.1,11,0.466,NA,NA,NA,5.1,11,0.466,2.6,3.1,0.822,1.4,2,3.5,3.6,1.9,0.4,NA,3.5,12.8
6307,1975,1382,Ken Durrett,NA,SF,26,4,NBA,TOT,48,NA,445,5.4,13.4,0.404,NA,NA,NA,5.4,13.4,0.404,2.5,4.2,0.596,2.8,5.4,8.3,1.5,0.7,0.6,NA,5.8,13.3
6308,1975,1382,Ken Durrett,NA,SF,26,4,NBA,KCO,21,NA,175,6.6,16,0.41,NA,NA,NA,6.6,16,0.41,2.3,4.1,0.55,2.9,5.3,8.2,1.6,1,0.8,NA,6.2,15.4
6309,1975,1382,Ken Durrett,NA,SF,26,4,NBA,PHI,27,NA,270,4.7,11.7,0.398,NA,NA,NA,4.7,11.7,0.398,2.7,4.3,0.625,2.8,5.5,8.3,1.3,0.5,0.5,NA,5.6,12
6310,1975,1383,Kenny McIntosh,NA,SF,26,4,NBA,SEA,6,NA,101,2.1,10.3,0.207,NA,NA,NA,2.1,10.3,0.207,2.1,3.2,0.667,2.1,3.2,5.3,2.5,1.4,1.1,NA,4.3,6.4
6311,1975,1516,Kermit Washington,NA,PF,23,2,NBA,LAL,55,NA,949,3.3,7.9,0.42,NA,NA,NA,3.3,7.9,0.42,2.7,4.6,0.59,4,9.3,13.3,2.5,0.9,1.2,NA,5.9,9.3
